,item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
46,4,simple,local,c-command,1,a,female,rc_subj,number,girls,mother,considered,themselves,The girls that the mother liked considered themselves . <eos>,The girls that the mother liked considered themselves .,the girls that the mother liked considered ***mask*** .,6.061599519879283
47,4,simple,local,c-command,1,b,female,rc_subj,number,mothers,girl,considered,themselves,The mothers that the girl liked considered themselves . <eos>,The mothers that the girl liked considered themselves .,the mothers that the girl liked considered ***mask*** .,5.281147025528512
48,5,simple,local,c-command,1,a,male,none,none,boys,fathers,identified,themselves,The boys that the fathers liked identified themselves . <eos>,The boys that the fathers liked identified themselves .,the boys that the fathers liked identified ***mask*** .,2.363616223666893
49,5,simple,local,c-command,1,b,male,none,none,fathers,boys,identified,themselves,The fathers that the boys liked identified themselves . <eos>,The fathers that the boys liked identified themselves .,the fathers that the boys liked identified ***mask*** .,1.4665781752005163
50,5,simple,local,c-command,1,a,female,none,none,girls,mothers,identified,themselves,The girls that the mothers liked identified themselves . <eos>,The girls that the mothers liked identified themselves .,the girls that the mothers liked identified ***mask*** .,1.9568765684292462
51,5,simple,local,c-command,1,b,female,none,none,mothers,girls,identified,themselves,The mothers that the girls liked identified themselves . <eos>,The mothers that the girls liked identified themselves .,the mothers that the girls liked identified ***mask*** .,1.3582248420704395
52,5,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,fathers,identified,themselves,The boy that the fathers liked identified themselves . <eos>,The boy that the fathers liked identified themselves .,the boy that the fathers liked identified ***mask*** .,9.333054288346426
53,5,simple,local,no-c-command,0,b,male,matrix_subj,number,father,boys,identified,themselves,The father that the boys liked identified themselves . <eos>,The father that the boys liked identified themselves .,the father that the boys liked identified ***mask*** .,6.095817621650535
54,5,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,mothers,identified,themselves,The girl that the mothers liked identified themselves . <eos>,The girl that the mothers liked identified themselves .,the girl that the mothers liked identified ***mask*** .,6.407656800133664
55,5,simple,local,no-c-command,0,b,female,matrix_subj,number,mother,girls,identified,themselves,The mother that the girls liked identified themselves . <eos>,The mother that the girls liked identified themselves .,the mother that the girls liked identified ***mask*** .,5.50029714876117
56,5,simple,local,c-command,1,a,male,rc_subj,number,boys,father,identified,themselves,The boys that the father liked identified themselves . <eos>,The boys that the father liked identified themselves .,the boys that the father liked identified ***mask*** .,1.80170994387854
57,5,simple,local,c-command,1,b,male,rc_subj,number,fathers,boy,identified,themselves,The fathers that the boy liked identified themselves . <eos>,The fathers that the boy liked identified themselves .,the fathers that the boy liked identified ***mask*** .,2.6477713132825835
58,5,simple,local,c-command,1,a,female,rc_subj,number,girls,mother,identified,themselves,The girls that the mother liked identified themselves . <eos>,The girls that the mother liked identified themselves .,the girls that the mother liked identified ***mask*** .,2.1951212950729166
59,5,simple,local,c-command,1,b,female,rc_subj,number,mothers,girl,identified,themselves,The mothers that the girl liked identified themselves . <eos>,The mothers that the girl liked identified themselves .,the mothers that the girl liked identified ***mask*** .,1.868139115371711
60,6,simple,local,c-command,1,a,male,none,none,boys,fathers,made,themselves,The boys that the fathers liked made themselves . <eos>,The boys that the fathers liked made themselves .,the boys that the fathers liked made ***mask*** .,10.250160333698876
61,6,simple,local,c-command,1,b,male,none,none,fathers,boys,made,themselves,The fathers that the boys liked made themselves . <eos>,The fathers that the boys liked made themselves .,the fathers that the boys liked made ***mask*** .,12.853581884225644
62,6,simple,local,c-command,1,a,female,none,none,girls,mothers,made,themselves,The girls that the mothers liked made themselves . <eos>,The girls that the mothers liked made themselves .,the girls that the mothers liked made ***mask*** .,10.93251279072823
63,6,simple,local,c-command,1,b,female,none,none,mothers,girls,made,themselves,The mothers that the girls liked made themselves . <eos>,The mothers that the girls liked made themselves .,the mothers that the girls liked made ***mask*** .,11.59086250356971
64,6,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,fathers,made,themselves,The boy that the fathers liked made themselves . <eos>,The boy that the fathers liked made themselves .,the boy that the fathers liked made ***mask*** .,13.376927080273358
65,6,simple,local,no-c-command,0,b,male,matrix_subj,number,father,boys,made,themselves,The father that the boys liked made themselves . <eos>,The father that the boys liked made themselves .,the father that the boys liked made ***mask*** .,14.754243055145626
66,6,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,mothers,made,themselves,The girl that the mothers liked made themselves . <eos>,The girl that the mothers liked made themselves .,the girl that the mothers liked made ***mask*** .,13.13213497383608
67,6,simple,local,no-c-command,0,b,female,matrix_subj,number,mother,girls,made,themselves,The mother that the girls liked made themselves . <eos>,The mother that the girls liked made themselves .,the mother that the girls liked made ***mask*** .,13.804396652350158
68,6,simple,local,c-command,1,a,male,rc_subj,number,boys,father,made,themselves,The boys that the father liked made themselves . <eos>,The boys that the father liked made themselves .,the boys that the father liked made ***mask*** .,11.385632870264647
69,6,simple,local,c-command,1,b,male,rc_subj,number,fathers,boy,made,themselves,The fathers that the boy liked made themselves . <eos>,The fathers that the boy liked made themselves .,the fathers that the boy liked made ***mask*** .,13.307547848465134
70,6,simple,local,c-command,1,a,female,rc_subj,number,girls,mother,made,themselves,The girls that the mother liked made themselves . <eos>,The girls that the mother liked made themselves .,the girls that the mother liked made ***mask*** .,11.550281061676161
71,6,simple,local,c-command,1,b,female,rc_subj,number,mothers,girl,made,themselves,The mothers that the girl liked made themselves . <eos>,The mothers that the girl liked made themselves .,the mothers that the girl liked made ***mask*** .,11.708582092886616
72,7,simple,local,c-command,1,a,male,none,none,boys,fathers,found,themselves,The boys that the fathers liked found themselves . <eos>,The boys that the fathers liked found themselves .,the boys that the fathers liked found ***mask*** .,4.370241073052538
73,7,simple,local,c-command,1,b,male,none,none,fathers,boys,found,themselves,The fathers that the boys liked found themselves . <eos>,The fathers that the boys liked found themselves .,the fathers that the boys liked found ***mask*** .,4.438903329522817
74,7,simple,local,c-command,1,a,female,none,none,girls,mothers,found,themselves,The girls that the mothers liked found themselves . <eos>,The girls that the mothers liked found themselves .,the girls that the mothers liked found ***mask*** .,5.069771414784571
75,7,simple,local,c-command,1,b,female,none,none,mothers,girls,found,themselves,The mothers that the girls liked found themselves . <eos>,The mothers that the girls liked found themselves .,the mothers that the girls liked found ***mask*** .,4.536094395951054
76,7,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,fathers,found,themselves,The boy that the fathers liked found themselves . <eos>,The boy that the fathers liked found themselves .,the boy that the fathers liked found ***mask*** .,10.838257628182467
77,7,simple,local,no-c-command,0,b,male,matrix_subj,number,father,boys,found,themselves,The father that the boys liked found themselves . <eos>,The father that the boys liked found themselves .,the father that the boys liked found ***mask*** .,9.5484870164928
78,7,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,mothers,found,themselves,The girl that the mothers liked found themselves . <eos>,The girl that the mothers liked found themselves .,the girl that the mothers liked found ***mask*** .,9.820408550648988
79,7,simple,local,no-c-command,0,b,female,matrix_subj,number,mother,girls,found,themselves,The mother that the girls liked found themselves . <eos>,The mother that the girls liked found themselves .,the mother that the girls liked found ***mask*** .,8.775615233834795
80,7,simple,local,c-command,1,a,male,rc_subj,number,boys,father,found,themselves,The boys that the father liked found themselves . <eos>,The boys that the father liked found themselves .,the boys that the father liked found ***mask*** .,4.782042154268359
81,7,simple,local,c-command,1,b,male,rc_subj,number,fathers,boy,found,themselves,The fathers that the boy liked found themselves . <eos>,The fathers that the boy liked found themselves .,the fathers that the boy liked found ***mask*** .,5.4904017206757585
82,7,simple,local,c-command,1,a,female,rc_subj,number,girls,mother,found,themselves,The girls that the mother liked found themselves . <eos>,The girls that the mother liked found themselves .,the girls that the mother liked found ***mask*** .,5.7585742283323045
83,7,simple,local,c-command,1,b,female,rc_subj,number,mothers,girl,found,themselves,The mothers that the girl liked found themselves . <eos>,The mothers that the girl liked found themselves .,the mothers that the girl liked found ***mask*** .,5.095655617347818
84,8,simple,local,c-command,1,a,male,none,none,boys,fathers,distinguished,themselves,The boys that the fathers liked distinguished themselves . <eos>,The boys that the fathers liked distinguished themselves .,the boys that the fathers liked distinguished ***mask*** .,1.3639491792754241
85,8,simple,local,c-command,1,b,male,none,none,fathers,boys,distinguished,themselves,The fathers that the boys liked distinguished themselves . <eos>,The fathers that the boys liked distinguished themselves .,the fathers that the boys liked distinguished ***mask*** .,3.924590545494866
86,8,simple,local,c-command,1,a,female,none,none,girls,mothers,distinguished,themselves,The girls that the mothers liked distinguished themselves . <eos>,The girls that the mothers liked distinguished themselves .,the girls that the mothers liked distinguished ***mask*** .,0.5186634553547494
87,8,simple,local,c-command,1,b,female,none,none,mothers,girls,distinguished,themselves,The mothers that the girls liked distinguished themselves . <eos>,The mothers that the girls liked distinguished themselves .,the mothers that the girls liked distinguished ***mask*** .,0.5115280209340916
88,8,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,fathers,distinguished,themselves,The boy that the fathers liked distinguished themselves . <eos>,The boy that the fathers liked distinguished themselves .,the boy that the fathers liked distinguished ***mask*** .,6.152409450125973
89,8,simple,local,no-c-command,0,b,male,matrix_subj,number,father,boys,distinguished,themselves,The father that the boys liked distinguished themselves . <eos>,The father that the boys liked distinguished themselves .,the father that the boys liked distinguished ***mask*** .,7.273065206367202
90,8,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,mothers,distinguished,themselves,The girl that the mothers liked distinguished themselves . <eos>,The girl that the mothers liked distinguished themselves .,the girl that the mothers liked distinguished ***mask*** .,2.8300485516902296
91,8,simple,local,no-c-command,0,b,female,matrix_subj,number,mother,girls,distinguished,themselves,The mother that the girls liked distinguished themselves . <eos>,The mother that the girls liked distinguished themselves .,the mother that the girls liked distinguished ***mask*** .,4.761579807376182
92,8,simple,local,c-command,1,a,male,rc_subj,number,boys,father,distinguished,themselves,The boys that the father liked distinguished themselves . <eos>,The boys that the father liked distinguished themselves .,the boys that the father liked distinguished ***mask*** .,2.0625491280250046
93,8,simple,local,c-command,1,b,male,rc_subj,number,fathers,boy,distinguished,themselves,The fathers that the boy liked distinguished themselves . <eos>,The fathers that the boy liked distinguished themselves .,the fathers that the boy liked distinguished ***mask*** .,3.1420827703320033
94,8,simple,local,c-command,1,a,female,rc_subj,number,girls,mother,distinguished,themselves,The girls that the mother liked distinguished themselves . <eos>,The girls that the mother liked distinguished themselves .,the girls that the mother liked distinguished ***mask*** .,1.7200839857419958
95,8,simple,local,c-command,1,b,female,rc_subj,number,mothers,girl,distinguished,themselves,The mothers that the girl liked distinguished themselves . <eos>,The mothers that the girl liked distinguished themselves .,the mothers that the girl liked distinguished ***mask*** .,1.5810409125953893
96,9,simple,local,c-command,1,a,male,none,none,boys,fathers,taught,themselves,The boys that the fathers liked taught themselves . <eos>,The boys that the fathers liked taught themselves .,the boys that the fathers liked taught ***mask*** .,6.590262712148332
97,9,simple,local,c-command,1,b,male,none,none,fathers,boys,taught,themselves,The fathers that the boys liked taught themselves . <eos>,The fathers that the boys liked taught themselves .,the fathers that the boys liked taught ***mask*** .,6.851202731127054
98,9,simple,local,c-command,1,a,female,none,none,girls,mothers,taught,themselves,The girls that the mothers liked taught themselves . <eos>,The girls that the mothers liked taught themselves .,the girls that the mothers liked taught ***mask*** .,7.237545572370319
99,9,simple,local,c-command,1,b,female,none,none,mothers,girls,taught,themselves,The mothers that the girls liked taught themselves . <eos>,The mothers that the girls liked taught themselves .,the mothers that the girls liked taught ***mask*** .,7.062898498332799
100,9,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,fathers,taught,themselves,The boy that the fathers liked taught themselves . <eos>,The boy that the fathers liked taught themselves .,the boy that the fathers liked taught ***mask*** .,11.165093466012253
101,9,simple,local,no-c-command,0,b,male,matrix_subj,number,father,boys,taught,themselves,The father that the boys liked taught themselves . <eos>,The father that the boys liked taught themselves .,the father that the boys liked taught ***mask*** .,10.633706070402441
102,9,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,mothers,taught,themselves,The girl that the mothers liked taught themselves . <eos>,The girl that the mothers liked taught themselves .,the girl that the mothers liked taught ***mask*** .,10.566251446443504
103,9,simple,local,no-c-command,0,b,female,matrix_subj,number,mother,girls,taught,themselves,The mother that the girls liked taught themselves . <eos>,The mother that the girls liked taught themselves .,the mother that the girls liked taught ***mask*** .,9.990169845297977
104,9,simple,local,c-command,1,a,male,rc_subj,number,boys,father,taught,themselves,The boys that the father liked taught themselves . <eos>,The boys that the father liked taught themselves .,the boys that the father liked taught ***mask*** .,9.125473441021997
105,9,simple,local,c-command,1,b,male,rc_subj,number,fathers,boy,taught,themselves,The fathers that the boy liked taught themselves . <eos>,The fathers that the boy liked taught themselves .,the fathers that the boy liked taught ***mask*** .,13.121498588657506
106,9,simple,local,c-command,1,a,female,rc_subj,number,girls,mother,taught,themselves,The girls that the mother liked taught themselves . <eos>,The girls that the mother liked taught themselves .,the girls that the mother liked taught ***mask*** .,10.56965260784321
107,9,simple,local,c-command,1,b,female,rc_subj,number,mothers,girl,taught,themselves,The mothers that the girl liked taught themselves . <eos>,The mothers that the girl liked taught themselves .,the mothers that the girl liked taught ***mask*** .,13.20969058414
108,10,simple,local,c-command,1,a,male,none,none,boys,fathers,killed,themselves,The boys that the fathers liked killed themselves . <eos>,The boys that the fathers liked killed themselves .,the boys that the fathers liked killed ***mask*** .,3.9339982101791064
109,10,simple,local,c-command,1,b,male,none,none,fathers,boys,killed,themselves,The fathers that the boys liked killed themselves . <eos>,The fathers that the boys liked killed themselves .,the fathers that the boys liked killed ***mask*** .,5.715714424668603
110,10,simple,local,c-command,1,a,female,none,none,girls,mothers,killed,themselves,The girls that the mothers liked killed themselves . <eos>,The girls that the mothers liked killed themselves .,the girls that the mothers liked killed ***mask*** .,4.063545730504377
111,10,simple,local,c-command,1,b,female,none,none,mothers,girls,killed,themselves,The mothers that the girls liked killed themselves . <eos>,The mothers that the girls liked killed themselves .,the mothers that the girls liked killed ***mask*** .,3.962607213566601
112,10,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,fathers,killed,themselves,The boy that the fathers liked killed themselves . <eos>,The boy that the fathers liked killed themselves .,the boy that the fathers liked killed ***mask*** .,9.01600405900613
113,10,simple,local,no-c-command,0,b,male,matrix_subj,number,father,boys,killed,themselves,The father that the boys liked killed themselves . <eos>,The father that the boys liked killed themselves .,the father that the boys liked killed ***mask*** .,9.553574309305901
114,10,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,mothers,killed,themselves,The girl that the mothers liked killed themselves . <eos>,The girl that the mothers liked killed themselves .,the girl that the mothers liked killed ***mask*** .,8.802336200191471
115,10,simple,local,no-c-command,0,b,female,matrix_subj,number,mother,girls,killed,themselves,The mother that the girls liked killed themselves . <eos>,The mother that the girls liked killed themselves .,the mother that the girls liked killed ***mask*** .,8.490715602856104
116,10,simple,local,c-command,1,a,male,rc_subj,number,boys,father,killed,themselves,The boys that the father liked killed themselves . <eos>,The boys that the father liked killed themselves .,the boys that the father liked killed ***mask*** .,4.532098848827413
117,10,simple,local,c-command,1,b,male,rc_subj,number,fathers,boy,killed,themselves,The fathers that the boy liked killed themselves . <eos>,The fathers that the boy liked killed themselves .,the fathers that the boy liked killed ***mask*** .,6.100392303146727
118,10,simple,local,c-command,1,a,female,rc_subj,number,girls,mother,killed,themselves,The girls that the mother liked killed themselves . <eos>,The girls that the mother liked killed themselves .,the girls that the mother liked killed ***mask*** .,4.901808848133809
119,10,simple,local,c-command,1,b,female,rc_subj,number,mothers,girl,killed,themselves,The mothers that the girl liked killed themselves . <eos>,The mothers that the girl liked killed themselves .,the mothers that the girl liked killed ***mask*** .,4.479131501912424
120,11,simple,local,c-command,1,a,male,none,none,boys,fathers,called,themselves,The boys that the fathers liked called themselves . <eos>,The boys that the fathers liked called themselves .,the boys that the fathers liked called ***mask*** .,4.297976371212236
121,11,simple,local,c-command,1,b,male,none,none,fathers,boys,called,themselves,The fathers that the boys liked called themselves . <eos>,The fathers that the boys liked called themselves .,the fathers that the boys liked called ***mask*** .,5.362639377772843
122,11,simple,local,c-command,1,a,female,none,none,girls,mothers,called,themselves,The girls that the mothers liked called themselves . <eos>,The girls that the mothers liked called themselves .,the girls that the mothers liked called ***mask*** .,5.7053457400755665
123,11,simple,local,c-command,1,b,female,none,none,mothers,girls,called,themselves,The mothers that the girls liked called themselves . <eos>,The mothers that the girls liked called themselves .,the mothers that the girls liked called ***mask*** .,4.749533578663931
124,11,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,fathers,called,themselves,The boy that the fathers liked called themselves . <eos>,The boy that the fathers liked called themselves .,the boy that the fathers liked called ***mask*** .,14.456596177134
125,11,simple,local,no-c-command,0,b,male,matrix_subj,number,father,boys,called,themselves,The father that the boys liked called themselves . <eos>,The father that the boys liked called themselves .,the father that the boys liked called ***mask*** .,14.19581687555507
126,11,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,mothers,called,themselves,The girl that the mothers liked called themselves . <eos>,The girl that the mothers liked called themselves .,the girl that the mothers liked called ***mask*** .,15.677658930691354
127,11,simple,local,no-c-command,0,b,female,matrix_subj,number,mother,girls,called,themselves,The mother that the girls liked called themselves . <eos>,The mother that the girls liked called themselves .,the mother that the girls liked called ***mask*** .,14.836941266427461
128,11,simple,local,c-command,1,a,male,rc_subj,number,boys,father,called,themselves,The boys that the father liked called themselves . <eos>,The boys that the father liked called themselves .,the boys that the father liked called ***mask*** .,4.446794581199499
129,11,simple,local,c-command,1,b,male,rc_subj,number,fathers,boy,called,themselves,The fathers that the boy liked called themselves . <eos>,The fathers that the boy liked called themselves .,the fathers that the boy liked called ***mask*** .,5.504992356057466
130,11,simple,local,c-command,1,a,female,rc_subj,number,girls,mother,called,themselves,The girls that the mother liked called themselves . <eos>,The girls that the mother liked called themselves .,the girls that the mother liked called ***mask*** .,5.832787228632923
131,11,simple,local,c-command,1,b,female,rc_subj,number,mothers,girl,called,themselves,The mothers that the girl liked called themselves . <eos>,The mothers that the girl liked called themselves .,the mothers that the girl liked called ***mask*** .,4.459176085798593
